Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2006-05-25,3.7537027251175927,4.2892804518203125,3.7443881135912247,4.284623146057129,395343000,0.0,0.0
2006-05-26,4.312566262045645,4.353549306547219,4.108580635221739,4.1849589347839355,103044000,0.0,0.0
2006-05-30,4.188685529026551,4.189616901437877,3.991219921034962,4.0983357429504395,49898000,0.0,0.0
2006-05-31,4.130936179440707,4.225011459292481,4.130936179440707,4.185891151428223,30002000,0.0,0.0
2006-06-01,4.184959177601653,4.480225521494108,4.18216461650139,4.4252705574035645,62344000,0.0,0.0
2006-06-02,4.517484248556539,4.536113032182011,4.358207993107927,4.376836776733398,37253000,0.0,0.0
2006-06-05,4.382425739283435,4.587342816543841,4.377768432039956,4.578028202056885,37188000,0.0,0.0
2006-06-06,4.655337239546402,4.715880892642587,4.452283380625074,4.498855113983154,49045000,0.0,0.0
2006-06-07,4.501649865155612,4.508169916983209,4.354482346553802,4.43365478515625,25013000,0.0,0.0
2006-06-08,4.4336563602275,4.444833278656006,4.238053847620677,4.444833278656006,34439000,0.0,0.0
2006-06-09,4.545426996618506,4.545426996618506,4.441105734392201,4.450419902801514,13372000,0.0,0.0
2006-06-12,4.470911497223337,4.494197138363298,4.312566650258845,4.373110294342041,14546000,0.0,0.0
2006-06-13,4.303252402668899,4.4103682263874475,4.219423110351309,4.238051891326904,16716000,0.0,0.0
2006-06-14,4.182166675585224,4.233396175625018,4.139320418828576,4.202658653259277,15971000,0.0,0.0
2006-06-15,4.22873731725723,4.295801018208831,4.2035884849185265,4.279966354370117,16500000,0.0,0.0
2006-06-16,4.238051635824441,4.284623363383138,4.191479464120598,4.193342208862305,12280000,0.0,0.0
2006-06-19,4.233395754923438,4.233395754923438,4.107651115480424,4.130005836486816,11509000,0.0,0.0
2006-06-20,4.167263903068211,4.191481372316125,4.048971119358586,4.100200176239014,23792000,0.0,0.0
2006-06-21,4.100198271952747,4.273445967404868,4.098335527228143,4.219422817230225,18063000,0.0,0.0
2006-06-22,4.321880636057544,4.373110110358478,4.273445722828719,4.340509414672852,13038000,0.0,0.0
2006-06-23,4.37683578373477,4.464391446640927,4.365658427266314,4.373110294342041,11612000,0.0,0.0
2006-06-26,4.373110733811461,4.424339771270752,4.324675813677507,4.424339771270752,8565000,0.0,0.0
2006-06-27,4.424340324862074,4.473706623614717,4.401054234323226,4.406642913818359,9826000,0.0,0.0
2006-06-28,4.36379604916814,4.415025085782944,4.331195793517371,4.37404203414917,8756000,0.0,0.0
2006-06-29,4.373111699053046,4.479295731321068,4.373111699053046,4.470912933349609,14470000,0.0,0.0
2006-06-30,4.438312225820569,4.4709129333496085,4.340510991524007,4.470912933349609,25964000,0.0,0.0
2006-07-03,4.461596071501301,4.470910681574085,4.360069397749264,4.405709743499756,7029000,0.0,0.0
2006-07-05,4.415025558054291,4.456009058217206,4.350756412304365,4.43365478515625,13266000,0.0,0.0
2006-07-06,4.401053354531426,4.410367966543022,4.3582071163974,4.359138488769531,8097000,0.0,0.0
2006-07-07,4.3544825529316284,4.363796722778828,4.261338189588195,4.295801639556885,8380000,0.0,0.0
2006-07-10,4.303253020180846,4.337716469796489,4.295801595550372,4.330265045166016,4978000,0.0,0.0
2006-07-11,4.330265083656183,4.330265083656183,4.219423753338785,4.317224979400635,8079000,0.0,0.0
2006-07-12,4.3218801404112055,4.3218801404112055,4.241776357137414,4.2427077293396,7672000,0.0,0.0
2006-07-13,4.208246274194325,4.208246274194325,4.12627927243267,4.16540002822876,16625000,0.0,0.0
2006-07-14,4.15608535211749,4.161674031433026,4.0890216444762775,4.093678951263428,9663000,0.0,0.0
2006-07-17,4.089951660260602,4.1141691145459545,4.07504881645965,4.097403526306152,6458000,0.0,0.0
2006-07-18,4.0974049238636185,4.107650465916956,4.067598781950256,4.089021682739258,12483000,0.0,0.0
2006-07-19,4.089953392959085,4.233395435001209,4.079707850059834,4.217560768127441,15840000,0.0,0.0
2006-07-20,4.228736258016688,4.264131066570124,4.200793315370865,4.2427077293396,8829000,0.0,0.0
2006-07-21,4.242709605286461,4.242709605286461,4.170057655796661,4.217560768127441,8510000,0.0,0.0
2006-07-24,4.233394550814814,4.240845974315764,4.190548310502891,4.191479682922363,5017000,0.0,0.0
2006-07-25,4.21010860756476,4.321881296332674,4.2063826736144225,4.292075157165527,6900000,0.0,0.0
2006-07-26,4.297664264761504,4.456940517596295,4.265995377532433,4.347962379455566,10338000,0.0,0.0
2006-07-27,4.368455095763317,4.393603937876376,4.333060264587402,4.333060264587402,6009000,0.0,0.0
2006-07-28,4.332124993434799,4.359136556835863,4.30883891787115,4.312564849853516,4339000,0.0,0.0
2006-07-31,4.312566461496407,4.322812001023095,4.271582970954303,4.272514343261719,4616000,0.0,0.0
2006-08-01,4.2771721635462105,4.2771721635462105,4.16353628961234,4.191479682922363,7390000,0.0,0.0
2006-08-02,4.469982303615343,4.661859332574342,4.406644505322402,4.659064769744873,53372000,0.0,0.0
2006-08-03,4.576166195060304,4.679556122989364,4.531456748942654,4.6562700271606445,21689000,0.0,0.0
2006-08-04,4.68514273686201,4.79691541455596,4.656267973006941,4.661856651306152,14216000,0.0,0.0
2006-08-07,4.703770107187818,4.778285203325089,4.680484028608669,4.7596564292907715,6918000,0.0,0.0
2006-08-08,4.759657296855039,4.905893399544803,4.7549999914612995,4.896578788757324,14073000,0.0,0.0
2006-08-09,4.936630836276182,5.076346442996479,4.843486506269207,4.922658920288086,15043000,0.0,0.0
2006-08-10,4.862114579174482,5.021390756378276,4.852800414009971,4.988790512084961,8725000,0.0,0.0
2006-08-11,4.983202971491942,5.07169000352732,4.959916887053942,4.999969005584717,9078000,0.0,0.0
