Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-17,0.0,0.07405350723431983,0.07090255618095398,0.07090255618095398,138396,0.0,0.0
1980-03-18,0.0,0.07405350723431983,0.07090255618095398,0.07090255618095398,530518,0.0,0.0
1980-03-19,0.0,0.07326631699083842,0.0701146349310875,0.0701146349310875,738113,0.0,0.0
1980-03-20,0.0,0.07878099178503889,0.07562931627035141,0.07562931627035141,1360895,0.0,0.0
1980-03-21,0.0,0.08114404564180011,0.07799309492111206,0.07799309492111206,461320,0.0,0.0
1980-03-24,0.0,0.08035609328560038,0.07720514386892319,0.07720514386892319,322924,0.0,0.0
1980-03-25,0.0,0.07720514908347242,0.07405347377061844,0.07405347377061844,738113,0.0,0.0
1980-03-26,0.0,0.07720514908347242,0.07405347377061844,0.07405347377061844,23066,0.0,0.0
1980-03-27,0.0,0.06302478263312809,0.05987310782074928,0.05987310782074928,2168205,0.0,0.0
1980-03-28,0.0,0.0669636786799459,0.0638120025396347,0.0638120025396347,553584,0.0,0.0
1980-03-31,0.0,0.07011460179252194,0.06696365773677826,0.06696365773677826,392122,0.0,0.0
1980-04-01,0.0,0.07169046552030826,0.06853951513767242,0.06853951513767242,253726,0.0,0.0
1980-04-02,0.0,0.07169046552030826,0.06853951513767242,0.06853951513767242,46132,0.0,0.0
1980-04-03,0.0,0.07169046552030826,0.06853951513767242,0.06853951513767242,92264,0.0,0.0
1980-04-07,0.0,0.07011460179252194,0.06696365773677826,0.06696365773677826,230660,0.0,0.0
1980-04-08,0.0,0.06932669603614217,0.06617575138807297,0.06617575138807297,23066,0.0,0.0
1980-04-09,0.0,0.06932669603614217,0.06617575138807297,0.06617575138807297,184528,0.0,0.0
1980-04-10,0.0,0.07169046552030826,0.06853951513767242,0.06853951513767242,691980,0.0,0.0
1980-04-11,0.0,0.07169046552030826,0.06853951513767242,0.06853951513767242,415188,0.0,0.0
1980-04-14,0.0,0.0709025465481142,0.06775160133838654,0.06775160133838654,253726,0.0,0.0
1980-04-15,0.0,0.0709025465481142,0.06775160133838654,0.06775160133838654,599716,0.0,0.0
1980-04-16,0.06775160133838654,0.06775160133838654,0.06775160133838654,0.06775160133838654,0,0.0,0.0
1980-04-18,0.0,0.0709025465481142,0.06775160133838654,0.06775160133838654,46132,0.0,0.0
1980-04-21,0.0,0.0709025465481142,0.06775160133838654,0.06775160133838654,23066,0.0,0.0
1980-04-23,0.0,0.0709025465481142,0.06775160133838654,0.06775160133838654,230660,0.0,0.0
1980-04-25,0.0,0.07326631699083842,0.0701146349310875,0.0701146349310875,784245,0.0,0.0
1980-04-28,0.0,0.07405350723431983,0.07090255618095398,0.07090255618095398,276792,0.0,0.0
1980-04-29,0.0,0.07562935203715623,0.07247840613126755,0.07247840613126755,299858,0.0,0.0
1980-04-30,0.07247840613126755,0.07247840613126755,0.07247840613126755,0.07247840613126755,0,0.0,0.0
1980-05-01,0.0,0.07562935203715623,0.07247840613126755,0.07247840613126755,253726,0.0,0.0
1980-05-02,0.0,0.07562935203715623,0.07247840613126755,0.07247840613126755,161462,0.0,0.0
1980-05-05,0.0,0.07562935203715623,0.07247840613126755,0.07247840613126755,92264,0.0,0.0
1980-05-06,0.0,0.07641725783096312,0.07326631247997284,0.07326631247997284,161462,0.0,0.0
1980-05-07,0.0,0.07641725783096312,0.07326631247997284,0.07326631247997284,299858,0.0,0.0
1980-05-08,0.0,0.07878099178503889,0.07562931627035141,0.07562931627035141,484386,0.0,0.0
1980-05-09,0.0,0.08035609328560038,0.07720514386892319,0.07720514386892319,853443,0.0,0.0
1980-05-12,0.0,0.08271984493280231,0.07956817001104355,0.07956817001104355,369056,0.0,0.0
1980-05-13,0.0,0.0882346258250792,0.08508294820785522,0.08508294820785522,1130235,0.0,0.0
1980-05-14,0.0,0.08350780499549657,0.08035612851381302,0.08035612851381302,830377,0.0,0.0
1980-05-15,0.0,0.08665871824247903,0.08350776880979538,0.08350776880979538,345990,0.0,0.0
1980-05-16,0.0,0.09335530261376886,0.08862851560115814,0.08862851560115814,784245,0.0,1.5
1980-05-19,0.0,0.09217345587882111,0.0874466672539711,0.0874466672539711,184528,0.0,0.0
1980-05-20,0.0,0.09099155417625919,0.08626476675271988,0.08626476675271988,461320,0.0,0.0
1980-05-21,0.0,0.09217345587882111,0.0874466672539711,0.0874466672539711,399811,0.0,0.0
